Run  0 total,85.80,,,
Run  0 time,0,30.00,60.01,85.80
Run  0 count   1-0,0,1771,3552,5000
Run  0 delta_t 1-0,0,6.76,13.59,19.28
Run  0 count   4-3,0,1771,3552,5000
Run  0 delta_t 4-3,0,29996.93,59997.69,85772.14
