Run  0 total,97.76,,,,
Run  0 time,0,30.02,60.01,90.01,-1
Run  0 count   1-0,0,1574,3130,4629,5000
Run  0 delta_t 1-0,0,386.63,776.63,1119.75,1201.66
Run  0 count   4-3,0,1574,3130,4629,5000
Run  0 delta_t 4-3,0,29627.27,59230.61,88884.10,96555.44
