Run  0 total,87.84,,,
Run  0 time,0,30.01,60.02,-1
Run  0 count   1-0,0,1730,3464,5000
Run  0 delta_t 1-0,0,420.99,843.34,1179.53
Run  0 count   4-3,0,1730,3464,5000
Run  0 delta_t 4-3,0,29584.89,59171.27,86651.43
