Run  0 total,86.12,,,
Run  0 time,0,30.00,60.01,86.12
Run  0 count   1-0,0,1780,3551,5000
Run  0 delta_t 1-0,0,25.48,31.25,36.21
Run  0 count   4-3,0,1780,3551,5000
Run  0 delta_t 4-3,0,29974.08,59977.89,86076.76
