Run  0 total,91.36,,,,
Run  0 time,0,30.02,60.00,90.01,-1
Run  0 count   1-0,0,1680,3340,4932,5000
Run  0 delta_t 1-0,0,408.35,816.73,1170.31,1183.99
Run  0 count   4-3,0,1680,3340,4932,5000
Run  0 delta_t 4-3,0,29605.25,59183.36,88832.00,90171.19
