Run  0 total,109.07,,,,
Run  0 time,0,30.01,60.01,90.01,-1
Run  0 count   1-0,0,1406,2816,4167,5000
Run  0 delta_t 1-0,0,336.32,682.38,994.11,1172.30
Run  0 count   4-3,0,1406,2816,4167,5000
Run  0 delta_t 4-3,0,29675.60,59323.62,89013.61,107893.81
