Run  0 total,96.17,,,,
Run  0 time,0,30.01,60.00,90.00,-1
Run  0 count   1-0,0,1599,3179,4699,5000
Run  0 delta_t 1-0,0,388.00,780.64,1124.24,1188.65
Run  0 count   4-3,0,1599,3179,4699,5000
Run  0 delta_t 4-3,0,29623.51,59217.58,88872.18,94977.12
