Run  0 total,100.53,,,,
Run  0 time,0,30.01,60.02,90.02,-1
Run  0 count   1-0,0,1528,3048,4508,5000
Run  0 delta_t 1-0,0,363.63,734.19,1062.17,1167.34
Run  0 count   4-3,0,1528,3048,4508,5000
Run  0 delta_t 4-3,0,29646.08,59279.81,88950.75,99355.20
