Run  0 total,89.27,,,
Run  0 time,0,30.01,60.01,-1
Run  0 count   1-0,0,1703,3411,5000
Run  0 delta_t 1-0,0,412.68,826.89,1174.90
Run  0 count   4-3,0,1703,3411,5000
Run  0 delta_t 4-3,0,29598.47,59184.17,88092.78
